lexeme,category,conjugation,variation,kind,additional_info
prodo,v3,3,nor,TRA,XXXAO
prodeo,v6,6,1,INT,XXXAO
prodeambulo,v1,1,nor,INT,XXXFS
prodio,v4,4,nor,INT,EXXEE
prodio,v3,3,nor,INT,EXXEP
prodico,v3,3,nor,nor,XXXDX
prodigo,v3,3,nor,TRA,XXXBS
produco,v3,3,nor,nor,XXXBX
producto,v1,1,nor,nor,XXXDX
proelio,v1,1,nor,DEP,XXXDX
profo,v1,1,nor,DEP,XXXDX
profano,v1,1,nor,nor,XXXDX
profero,v3,3,nor,nor,XXXAX
proficio,v3,3,nor,nor,XXXAX
proficisco,v3,3,nor,DEP,XXXBX
proflo,v1,1,nor,nor,XXXDX
profligo,v1,1,nor,nor,XXXDX
profluo,v3,3,nor,nor,XXXDX
profugio,v3,3,nor,nor,XXXDX
profundo,v3,3,nor,nor,XXXBX
progenero,v1,1,nor,TRA,XXXEC
progero,v3,3,nor,TRA,DXXDS
progigno,v3,3,nor,nor,XXXDX
programmo,v1,1,nor,nor,HXXEK
progredio,v3,3,nor,DEP,XXXBX
proicio,v3,3,nor,TRA,XXXAX
projicio,v3,3,nor,TRA,XXXCS
prolabo,v3,3,nor,DEP,XXXDX
prolato,v1,1,nor,nor,XXXDX
prolecto,v1,1,nor,nor,XXXDX
prolicio,v3,3,nor,nor,XXXDX
prolixo,v1,1,nor,TRA,XXXFO
prolongo,v1,1,nor,TRA,DXXCD
proloquo,v3,3,nor,DEP,XXXDX
proluo,v3,3,nor,nor,XXXDX
proludo,v3,3,nor,nor,XXXDX
promo,v3,3,nor,nor,XXXBX
promitto,v3,3,nor,nor,XXXAX
promono,v1,1,nor,nor,FXXFM
prompto,v1,1,nor,TRA,XXXDS
promulgo,v1,1,nor,nor,XXXDX
pronuntio,v1,1,nor,nor,XXXBX
prooemio,v1,1,nor,DEP,XXXFO
propago,v1,1,nor,nor,XXXDX
propalo,v1,1,nor,nor,XXXDX
propello,v3,3,nor,nor,XXXDX
propero,v1,1,nor,nor,XXXAX
propheto,v1,1,nor,nor,EEXCS
prophetizo,v1,1,nor,TRA,EEXES
propino,v1,1,nor,nor,XXXDX
propinquo,v1,1,nor,nor,XXXDX
propitio,v1,1,nor,TRA,XXXCO
propono,v3,3,nor,nor,XXXAX
propugno,v1,1,nor,nor,XXXDX
propulluo,v3,3,nor,TRA,XXXFS
propulso,v1,1,nor,nor,XXXDX
prorepo,v3,3,nor,nor,XXXDX
proripio,v3,3,nor,nor,XXXDX
prorito,v1,1,nor,nor,EXXFS
prorogo,v1,1,nor,nor,XXXDX
proruo,v3,3,nor,nor,XXXDX
prorumpo,v3,3,nor,nor,XXXDX
proscindo,v3,3,nor,nor,XXXDX
proscribo,v3,3,nor,nor,XXXDX
proscripturio,v4,4,nor,INT,XLXEC
prosentio,v4,4,nor,TRA,BXXFS
prosequo,v3,3,nor,DEP,XXXBX
prosero,v3,3,nor,nor,XXXFS
proserpo,v3,3,nor,nor,XXXES
prosilio,v4,4,nor,INT,XXXBO
prospecto,v1,1,nor,nor,XXXDX
prospeculo,v1,1,nor,DEP,XXXDX
prospero,v1,1,nor,nor,XXXDX
prospicio,v3,3,nor,nor,XXXBX
prosto,v1,1,nor,nor,XXXDX
prosterno,v3,3,nor,TRA,XXXAO
prostituo,v3,3,nor,TRA,XXXCO
prosubigo,v3,3,nor,nor,XXXDX
protego,v3,3,nor,nor,XXXBX
protelo,v1,1,nor,TRA,XWXCO
protendo,v3,3,nor,TRA,XXXCO
protero,v3,3,nor,nor,XXXDX
protesto,v1,1,nor,TRA,XXXFS
protollo,v3,3,nor,TRA,XXXDS
protraho,v3,3,nor,nor,XXXDX
protrudo,v3,3,nor,nor,XXXDX
protubero,v1,1,nor,INT,DXXDS
proturbo,v1,1,nor,TRA,XXXDX
proturbero,v1,1,nor,INT,DXXDS
proveho,v3,3,nor,nor,XXXDX
provenio,v4,4,nor,nor,XXXDX
provinco,v3,3,nor,nor,XXXFS
provivo,v3,3,nor,INT,XXXDS
provoco,v1,1,nor,nor,XXXBX
provolo,v1,1,nor,nor,XXXDX
provolvo,v3,3,nor,nor,XXXDX
provomo,v3,3,nor,TRA,XXXDS
provulgo,v1,1,nor,TRA,DXXDS
proximo,v1,1,nor,nor,DXXCS
prurio,v4,4,nor,nor,XXXDX
psallo,v3,3,nor,nor,XXXDX
pubesco,v3,3,nor,nor,XXXDX
publico,v1,1,nor,nor,XXXDX
pugilo,v1,1,nor,nor,GXXEK
pugno,v1,1,nor,nor,XWXAX
pulchresco,v3,3,nor,INT,EXXFS
pullulo,v1,1,nor,nor,XXXDX
pulso,v1,1,nor,nor,XXXAX
pulto,v1,1,nor,TRA,XXXEC
pulverizo,v1,1,nor,nor,GXXEK
pumico,v1,1,nor,TRA,XXXCO
pungo,v3,3,nor,TRA,XXXBO
punio,v4,4,nor,TRA,XXXBO
purgo,v1,1,nor,nor,XXXBX
purifico,v1,1,nor,TRA,XXXCO
puto,v1,1,nor,TRA,XXXAX
putesco,v3,3,nor,nor,XXXDX
putro,v3,3,nor,INT,XXXCO
putrefacio,v3,3,nor,TRA,XXXCO
putrefio,v3,3,nor,nor,XXXFS
putresco,v3,3,nor,INT,XXXFO
pytisso,v1,1,nor,INT,XXXDS
quadro,v1,1,nor,nor,XXXDX
quadruplo,v1,1,nor,DEP,XXXEC
quadruplico,v1,1,nor,nor,XXXFS
quaero,v3,3,nor,nor,XXXAX
quaerito,v1,1,nor,nor,XXXDX
quaeso,v3,3,nor,nor,XXXBX
qualifico,v1,1,nor,TRA,FXXFF
quasso,v1,1,nor,nor,XXXDX
quatefacio,v3,3,nor,TRA,XXXEC
quatio,v3,3,nor,nor,XXXAX
queo,v6,6,1,nor,XXXBX
quero,v3,3,nor,DEP,XXXAX
querito,v1,1,nor,DEP,XXXDX
quiesco,v3,3,nor,nor,XXXAX
quinquiplico,v1,1,nor,nor,XSXEC
quirito,v1,1,nor,DEP,XXXDX
rabio,v3,3,nor,nor,XPXFS
rado,v3,3,nor,nor,XXXDX
radio,v1,1,nor,INT,XXXBO
radico,v1,1,nor,INT,DAXES
rapio,v3,3,nor,nor,XXXAX
rapto,v1,1,nor,nor,XXXDX
rarefacio,v3,3,nor,TRA,XXXDX
raresco,v3,3,nor,nor,XXXDX
rasito,v1,1,nor,TRA,XXXEO
ratifico,v1,1,nor,nor,GXXEK
ratiocino,v1,1,nor,DEP,XXXEC
rationalizo,v1,1,nor,nor,GXXEK
rebello,v1,1,nor,nor,XXXDX
rebito,v3,3,nor,INT,BXXFS
reboo,v1,1,nor,nor,XXXDO
recalcitro,v1,1,nor,INT,XXXDS
recalfacio,v3,3,nor,TRA,XXXDX
recandesco,v3,3,nor,nor,XXXDX
recanto,v1,1,nor,nor,XXXDX
recapitulo,v1,1,nor,INT,DXXDS
reccido,v3,3,nor,INT,XXXEO
recedo,v3,3,nor,nor,XXXAX
recello,v3,3,nor,nor,XXXEC
recepto,v1,1,nor,nor,XXXDX
recido,v3,3,nor,INT,XXXBO
recino,v3,3,nor,nor,XXXDX
recingo,v3,3,nor,nor,XXXDX
recipero,v1,1,nor,nor,XXXDX
recipio,v3,3,nor,nor,XXXAX
reciproco,v1,1,nor,INT,XBXEC
recito,v1,1,nor,nor,XXXBX
reclamo,v1,1,nor,nor,XXXDX
reclamito,v1,1,nor,INT,XXXFS
reclino,v1,1,nor,nor,XXXDX
recludo,v3,3,nor,nor,XXXBX
recogito,v1,1,nor,nor,XXXDO
recognosco,v3,3,nor,nor,XXXDX
recolo,v3,3,nor,nor,XXXDX
recolligo,v3,3,nor,nor,XXXDX
recomminisco,v3,3,nor,DEP,BXXFS
recompenso,v1,1,nor,TRA,XXXDF
reconcilio,v1,1,nor,nor,XXXDX
reconcinno,v1,1,nor,TRA,XXXFS
recondo,v3,3,nor,nor,XXXDX
reconflo,v1,1,nor,TRA,XXXFS
recoquo,v3,3,nor,nor,XXXDX
recordo,v1,1,nor,DEP,XXXBX
recreo,v1,1,nor,nor,XXXDX
recrepo,v1,1,nor,nor,XXXDX
recresco,v3,3,nor,nor,XXXDX
recrudesco,v3,3,nor,nor,XXXDX
rectifico,v1,1,nor,TRA,FXXEM
recubo,v1,1,nor,nor,XXXBX
recumbo,v3,3,nor,nor,XXXDX
recupero,v1,1,nor,nor,XXXBX
recuro,v1,1,nor,nor,XXXDX
recurro,v3,3,nor,nor,XXXDX
recurso,v1,1,nor,nor,XXXDX
recurvo,v1,1,nor,nor,XXXDX
recuso,v1,1,nor,nor,XXXBX
recutio,v3,3,nor,nor,XXXDX
redamo,v1,1,nor,nor,XXXES
redambulo,v1,1,nor,INT,BXXFS
redardesco,v3,3,nor,nor,XXXDX
redarguo,v3,3,nor,nor,XXXDX
redauspico,v1,1,nor,INT,BXXFS
reddo,v3,3,nor,nor,XXXAX
redeo,v6,6,1,nor,XXXAX
redhalo,v1,1,nor,TRA,XXXFS
redico,v1,1,nor,DEP,XAXEO
redigo,v3,3,nor,nor,XXXDX
redimo,v3,3,nor,TRA,XXXAO
redimio,v4,4,nor,TRA,XXXBO
redintegro,v1,1,nor,nor,XXXDX
redipisco,v3,3,nor,DEP,XXXEC
redono,v1,1,nor,nor,XXXDX
redormio,v4,4,nor,INT,XXXEO
redormisco,v3,3,nor,INT,GXXFT
reduco,v3,3,nor,nor,XXXAX
redundo,v1,1,nor,nor,XXXDX
refello,v3,3,nor,nor,XXXDX
refero,v3,3,nor,nor,XXXAO
refercio,v4,4,nor,nor,XXXDX
referio,v4,4,nor,TRA,XXXES
reficio,v3,3,nor,nor,XXXBX
refigo,v3,3,nor,nor,XXXDX
refingo,v3,3,nor,TRA,XXXFS
reflo,v1,1,nor,nor,XXXDX
reflagito,v1,1,nor,TRA,XXXDS
reflecto,v3,3,nor,nor,XXXDX
refluo,v3,3,nor,nor,XXXDX
refocilo,v1,1,nor,TRA,EXXDW
refocillo,v1,1,nor,TRA,EXXDO
reformo,v1,1,nor,nor,XXXDX
reformido,v1,1,nor,nor,XXXDX
refrago,v1,1,nor,DEP,XXXCO
refreno,v1,1,nor,nor,XXXDX
refrico,v1,1,nor,nor,XXXDX
refrigero,v1,1,nor,nor,XXXDX
refrigesco,v3,3,nor,nor,XXXDX
refringo,v3,3,nor,nor,XXXDX
refugio,v3,3,nor,nor,XXXBX
refulgo,v3,3,nor,nor,XXXDX
refundo,v3,3,nor,nor,XXXDX
refuto,v1,1,nor,nor,XXXDX
rego,v3,3,nor,nor,XXXAX
regero,v3,3,nor,nor,XXXDX
regigno,v3,3,nor,TRA,XXXDS
reglutino,v1,1,nor,TRA,XXXFS
regno,v1,1,nor,nor,XXXAX
regredio,v3,3,nor,DEP,XXXBX
regusto,v1,1,nor,TRA,XXXFS
rehendo,v3,3,nor,nor,XXXDX
reicio,v3,3,nor,TRA,XXXDX
rejecto,v1,1,nor,TRA,XXXFS
rejicio,v3,3,nor,TRA,XXXCS
relabo,v3,3,nor,DEP,XXXDX
relanguesco,v3,3,nor,nor,XXXDX
relaxo,v1,1,nor,nor,XXXDX
relego,v3,3,nor,nor,XXXDX
relego,v1,1,nor,nor,XXXDX
relentesco,v3,3,nor,INT,XPXFS
relevo,v1,1,nor,TRA,XXXBO
relido,v3,3,nor,TRA,XXXCS
religo,v1,1,nor,nor,XXXDX
relino,v3,3,nor,TRA,XXXFS
relinquo,v3,3,nor,nor,XXXAX
relucesco,v3,3,nor,nor,XXXDX
relucto,v1,1,nor,DEP,XXXDX
remano,v1,1,nor,nor,XXXEC
remeo,v1,1,nor,nor,XXXDX
remetio,v4,4,nor,DEP,XXXDX
remigo,v1,1,nor,INT,XWXCO
remigro,v1,1,nor,nor,XXXDX
reminisco,v3,3,nor,DEP,XXXDX
remitto,v3,3,nor,nor,XXXAX
remolio,v4,4,nor,DEP,XXXDX
remollesco,v3,3,nor,nor,XXXDX
remollio,v4,4,nor,TRA,XXXDS
remoro,v1,1,nor,DEP,XXXDX
remugio,v4,4,nor,nor,XXXDX
remunero,v1,1,nor,TRA,XXXDX
remurmuro,v1,1,nor,INT,XPXDS
renarro,v1,1,nor,nor,XXXDX
renasco,v3,3,nor,DEP,XXXDX
renavigo,v1,1,nor,INT,XXXDS
renidesco,v3,3,nor,INT,XXXDS
renito,v3,3,nor,DEP,XXXDX
rennuo,v3,3,nor,nor,XXXCO
renodo,v1,1,nor,TRA,XXXDS
renovo,v1,1,nor,nor,XXXBX
renuo,v3,3,nor,nor,XXXCO
renumero,v1,1,nor,TRA,XXXDO
renuncio,v1,1,nor,nor,XXXFS
renuntio,v1,1,nor,nor,XXXDX
renuto,v1,1,nor,INT,XXXDS
repo,v3,3,nor,nor,XXXDX
reparo,v1,1,nor,nor,XXXBX
reparco,v3,3,nor,TRA,XXXDS
repecto,v3,3,nor,TRA,XXXEO
repedo,v1,1,nor,INT,XXXEO
repello,v3,3,nor,TRA,XXXAO
rependo,v3,3,nor,nor,XXXDX
reperco,v3,3,nor,TRA,XXXEC
repercutio,v3,3,nor,nor,XXXDX
reperio,v4,4,nor,TRA,XXXAO
repeto,v3,3,nor,nor,XXXAX
replegio,v1,1,nor,nor,FLXFJ
replico,v1,1,nor,TRA,XXXBO
repono,v3,3,nor,nor,XXXBX
reporto,v1,1,nor,nor,XXXBX
reposco,v3,3,nor,nor,XXXDX
repperio,v4,4,nor,TRA,XXXAO
repraesento,v1,1,nor,nor,XXXDX
reprehendo,v3,3,nor,nor,XXXDX
reprehenso,v1,1,nor,TRA,XXXDS
reprimo,v3,3,nor,nor,XXXDX
reprobo,v1,1,nor,TRA,XXXEO
repromitto,v3,3,nor,nor,XLXCO
repto,v1,1,nor,nor,XXXBO
repuo,v1,1,nor,nor,FXXEN
repudio,v1,1,nor,nor,XXXDX
repuerasco,v3,3,nor,INT,XXXEC
repugno,v1,1,nor,nor,XXXDX
repulso,v1,1,nor,nor,XXXDX
repungo,v3,3,nor,TRA,XXXFS
repurgo,v1,1,nor,TRA,XXXDS
reputo,v1,1,nor,nor,XXXDX
requiesco,v3,3,nor,nor,XXXBX
requiro,v3,3,nor,nor,XXXAX
requirito,v1,1,nor,TRA,BXXFS
resacro,v1,1,nor,nor,XXXEC
resaevio,v4,4,nor,INT,XPXFS
resaluto,v1,1,nor,TRA,XXXDS
resanesco,v3,3,nor,nor,XXXDX
resarcio,v4,4,nor,TRA,XXXCO
rescindo,v3,3,nor,nor,XXXDX
rescisco,v3,3,nor,nor,XXXDX
rescribo,v3,3,nor,nor,XXXDX
reseco,v1,1,nor,nor,XXXDX
resecro,v1,1,nor,nor,XXXEC
resemino,v1,1,nor,nor,XXXDX
resequo,v3,3,nor,DEP,XXXDX
resero,v1,1,nor,nor,XXXBX
reservo,v1,1,nor,nor,XXXDX
resido,v3,3,nor,nor,XXXAX
resigno,v1,1,nor,nor,XXXDX
resilio,v4,4,nor,nor,XXXDX
resipio,v3,3,nor,nor,XXXEC
resipisco,v3,3,nor,nor,XXXDX
resisto,v3,3,nor,nor,XXXBX
resolvo,v3,3,nor,nor,XXXBX
resono,v1,1,nor,nor,XXXBX
respecto,v1,1,nor,nor,XXXDX
respergo,v3,3,nor,nor,XXXDX
respicio,v3,3,nor,nor,XXXAX
respiro,v1,1,nor,nor,XXXDX
responso,v1,1,nor,nor,XXXDX
responsito,v1,1,nor,INT,XXXDS
respuo,v3,3,nor,TRA,XXXDX
resto,v1,1,nor,nor,XXXBX
restagno,v1,1,nor,nor,XXXDX
restauro,v1,1,nor,TRA,XXXCO
restinguo,v3,3,nor,nor,XXXDX
restipulo,v1,1,nor,DEP,XXXCO
restito,v1,1,nor,INT,XXXDS
restituo,v3,3,nor,nor,XXXBX
restringo,v3,3,nor,nor,XXXDX
resulto,v1,1,nor,nor,XXXDX
resumo,v3,3,nor,nor,XXXBX
resurgo,v3,3,nor,nor,XXXBX
resuscito,v1,1,nor,nor,XXXDX
retardo,v1,1,nor,nor,XXXDX
retego,v3,3,nor,nor,XXXDX
retempto,v1,1,nor,TRA,XXXDS
retendo,v3,3,nor,TRA,XXXDO
retento,v1,1,nor,TRA,XXXCO
retexo,v3,3,nor,TRA,XXXBO
retono,v1,1,nor,INT,XXXFS
retracto,v1,1,nor,nor,XXXDX
retraho,v3,3,nor,nor,XXXDX
retrecto,v1,1,nor,nor,XXXDS
retribuo,v3,3,nor,TRA,XXXCO
retroago,v3,3,nor,TRA,XXXEC
retrotraho,v3,3,nor,nor,FLXFM
retundo,v3,3,nor,nor,XXXDX
revalesco,v3,3,nor,nor,XXXDX
reveho,v3,3,nor,nor,XXXDX
revelo,v1,1,nor,nor,XXXDX
revello,v3,3,nor,TRA,XXXAO
revenio,v4,4,nor,nor,XXXDX
reverbero,v1,1,nor,TRA,XXXCO
reverto,v3,3,nor,nor,XXXAX
revinco,v3,3,nor,nor,XXXDX
revincio,v4,4,nor,nor,XXXDX
reviresco,v3,3,nor,nor,XXXDX
reviso,v3,3,nor,nor,XXXDX
revivo,v3,3,nor,INT,DXXES
revivisco,v3,3,nor,nor,XXXDX
revoco,v1,1,nor,nor,XXXAX
revolo,v1,1,nor,nor,XXXDX
revolvo,v3,3,nor,nor,XXXBX
revomo,v3,3,nor,nor,XXXDX
rigo,v1,1,nor,nor,XXXDX
rigesco,v3,3,nor,nor,XXXDX
rimo,v1,1,nor,DEP,XXXDX
ringo,v3,3,nor,DEP,XXXEC
rixo,v1,1,nor,DEP,XXXDX
robbo,v1,1,nor,nor,FLXFJ
roboro,v1,1,nor,nor,XXXDX
rodo,v3,3,nor,nor,XXXDX
rogo,v1,1,nor,nor,XXXAX
rogito,v1,1,nor,nor,XXXDX
roro,v1,1,nor,nor,XXXDX
roto,v1,1,nor,nor,XXXDX
rotundo,v1,1,nor,TRA,XXXCO
ruo,v3,3,nor,nor,XXXAX
rubefacio,v3,3,nor,TRA,XXXDX
rubesco,v3,3,nor,nor,XXXDX
ructo,v1,1,nor,INT,XXXEC
rudo,v3,3,nor,nor,XXXDX
rugo,v1,1,nor,nor,XXXES
rugio,v4,4,nor,INT,XXXFO
rumifico,v1,1,nor,TRA,BXXFS
rumino,v1,1,nor,nor,XXXDX
rumpo,v3,3,nor,nor,XXXAX
runco,v1,1,nor,TRA,XAXEC
runcino,v1,1,nor,TRA,XXXFO
ruro,v1,1,nor,INT,XAXEC
rustico,v1,1,nor,DEP,XAXEC
rutilo,v1,1,nor,nor,XXXDX
rutundo,v1,1,nor,TRA,XXXCO
sabbatizo,v1,1,nor,INT,EEXES
sacco,v1,1,nor,TRA,XXXDS
sacro,v1,1,nor,nor,XEXBX
sacrifico,v1,1,nor,nor,XEXDX
saepio,v4,4,nor,TRA,XXXAO
saevio,v4,4,nor,INT,XXXBO
sagino,v1,1,nor,TRA,XAXCO
sagitto,v1,1,nor,nor,XWXEC
salo,v3,3,nor,TRA,XXXDS
salio,v4,4,nor,TRA,XXXDO
sallo,v3,3,nor,TRA,XXXDS
sallio,v4,4,nor,TRA,XXXDO
salto,v1,1,nor,nor,XXXDX
saltito,v1,1,nor,TRA,DXXFS
saluto,v1,1,nor,nor,XXXBX
salvo,v1,1,nor,nor,XXXBX
salvifico,v1,1,nor,TRA,EEXES
sano,v1,1,nor,nor,XXXDX
sancio,v4,4,nor,TRA,XXXAO
sanctifico,v1,1,nor,nor,XXXDX
sanesco,v3,3,nor,INT,XBXEO
sapio,v3,3,nor,nor,XXXBX
sarcio,v4,4,nor,nor,XXXDX
sario,v4,4,nor,nor,XAXCS
sarrio,v4,4,nor,nor,XAXCS
satago,v3,3,nor,TRA,XXXCO
satio,v1,1,nor,nor,XXXBX
satisfacio,v3,3,nor,TRA,XXXAO
satisfio,v3,3,nor,SEM,XXXAO
saturo,v1,1,nor,nor,XXXDX
saucio,v1,1,nor,nor,XXXDX
savio,v1,1,nor,DEP,XXXEC
scabo,v3,3,nor,nor,XXXDX
scalpo,v3,3,nor,TRA,XXXBO
scando,v3,3,nor,nor,XXXBX
scandalizo,v1,1,nor,TRA,DEXCS
scaripho,v1,1,nor,nor,XXXFS
scato,v3,3,nor,nor,XXXDX
scaturrio,v4,4,nor,INT,XXXEC
scelero,v1,1,nor,nor,XXXDX
scio,v4,4,nor,TRA,XXXAX
scio,v6,6,1,TRA,XXXAX
scindo,v3,3,nor,TRA,BXXDW
scintillo,v1,1,nor,nor,XXXDX
scirpo,v1,1,nor,nor,XAXDX
scirto,v1,1,nor,nor,EDXFW
scisco,v3,3,nor,TRA,XXXEC
sciscito,v1,1,nor,DEP,XXXDX
scito,v1,1,nor,DEP,XXXDX
sclopeto,v1,1,nor,nor,GXXEK
scobo,v3,3,nor,TRA,EXXFS
scopo,v1,1,nor,TRA,EXXFS
scopo,v3,3,nor,TRA,EXXFW
scorto,v1,1,nor,DEP,XXXDX
screo,v1,1,nor,INT,XBXEC
scribo,v3,3,nor,nor,XXXAX
scripto,v1,1,nor,TRA,EXXEP
scriptito,v1,1,nor,nor,XXXFS
scruto,v1,1,nor,TRA,DXXDS
scrutino,v1,1,nor,TRA,EXXDP
sculpo,v3,3,nor,TRA,XTXCO
scurro,v1,1,nor,DEP,XXXFO
seco,v1,1,nor,TRA,EXXFT
seco,v3,3,nor,DEP,XXXAO
secedo,v3,3,nor,nor,XXXDX
secerno,v3,3,nor,nor,XXXDX
secludo,v3,3,nor,nor,XXXDX
secto,v1,1,nor,DEP,XXXBX
secubo,v1,1,nor,nor,XXXDX
seculizo,v1,1,nor,INT,EEXCM
secundo,v1,1,nor,TRA,XXXCO
sedo,v1,1,nor,nor,XXXDX
seduco,v3,3,nor,nor,XXXDX
segrego,v1,1,nor,nor,XXXDX
sejungo,v3,3,nor,nor,XXXDX
selego,v3,3,nor,TRA,XXXDO
seligo,v3,3,nor,TRA,XXXCO
semigro,v1,1,nor,INT,XXXFS
semino,v1,1,nor,nor,XXXDX
senesco,v3,3,nor,nor,XXXDX
sensifico,v1,1,nor,nor,GXXEK
sententio,v1,1,nor,nor,XXXFM
sentio,v4,4,nor,nor,XXXAX
sentisco,v3,3,nor,INT,XXXEC
separo,v1,1,nor,nor,XXXBX
sepelo,v3,3,nor,TRA,DXXES
sepelio,v4,4,nor,TRA,XXXBO
sepio,v4,4,nor,TRA,XXXEW
sepono,v3,3,nor,nor,XXXDX
sequo,v3,3,nor,DEP,XXXAO
sequestro,v1,1,nor,TRA,XLXES
sero,v3,3,nor,nor,XXXDX
sero,v3,3,nor,nor,XXXDX
sereno,v1,1,nor,nor,XXXDX
seresco,v3,3,nor,nor,XXXDX
sermocino,v1,1,nor,DEP,XXXEC
sermonizo,v1,1,nor,nor,FEXEM
serpo,v3,3,nor,nor,XXXDX
serro,v1,1,nor,TRA,DXXDS
servo,v1,1,nor,nor,XXXAX
servio,v4,4,nor,nor,XXXAX
sessito,v1,1,nor,INT,XXXFS
sevoco,v1,1,nor,nor,XXXDX
sexquartano,v1,1,nor,TRA,FSXFM
sexquintano,v1,1,nor,TRA,FSXFM
sexquinterno,v1,1,nor,TRA,FSXFM
sibilo,v1,1,nor,nor,XXXDX
sicco,v1,1,nor,nor,XXXDX
sido,v3,3,nor,nor,XXXDX
sigillo,v1,1,nor,nor,FLXEM
signo,v1,1,nor,nor,XXXBX
significo,v1,1,nor,nor,XXXAX
silesco,v3,3,nor,nor,XXXDX
silvesco,v3,3,nor,INT,XAXEC
similo,v1,1,nor,nor,XXXAO
simplifico,v1,1,nor,TRA,FXXEE
simulo,v1,1,nor,nor,XXXAO
sino,v3,3,nor,nor,XXXAX
singulto,v1,1,nor,nor,XXXDX
singultio,v4,4,nor,nor,XXXFS
sinuo,v1,1,nor,nor,XXXDX
sipo,v1,1,nor,TRA,XXXFO
sirpo,v1,1,nor,nor,XXXDX
sisto,v3,3,nor,nor,XXXBX
sitio,v4,4,nor,nor,XXXBX
smalto,v1,1,nor,nor,GXXEK
socio,v1,1,nor,nor,XXXBX
solo,v1,1,nor,DEP,XXXDX
solido,v1,1,nor,nor,XXXDX
solidesco,v3,3,nor,nor,EXXFS
solito,v1,1,nor,nor,XXXDX
sollemnizo,v1,1,nor,nor,FXXEM
sollicito,v1,1,nor,nor,XXXBX
solvo,v3,3,nor,nor,XXXAX
somnio,v1,1,nor,nor,XXXDX
sono,v1,1,nor,nor,DXXAO
sono,v3,3,nor,nor,BXXAO
sopio,v4,4,nor,nor,XXXBX
soporo,v1,1,nor,nor,XXXDX
sorbillo,v1,1,nor,TRA,XXXDS
sortio,v4,4,nor,DEP,XXXBX
sospito,v1,1,nor,nor,XXXDX
spargo,v3,3,nor,nor,XXXAX
spatio,v1,1,nor,DEP,XXXDS
specio,v3,3,nor,nor,XXXEC
specto,v1,1,nor,nor,XXXAX
speculo,v1,1,nor,DEP,XXXDX
spero,v1,1,nor,nor,XXXAX
sperno,v3,3,nor,nor,XXXAX
spico,v1,1,nor,nor,EXXFS
spicio,v3,3,nor,nor,XXXEC
spiculo,v1,1,nor,TRA,FXXFY
spino,v1,1,nor,nor,FEXFM
spiro,v1,1,nor,nor,XXXAX
spisso,v1,1,nor,nor,XXXDX
spissesco,v3,3,nor,nor,XXXDX
splendesco,v3,3,nor,nor,XXXDX
spolio,v1,1,nor,nor,XXXBX
sponso,v1,1,nor,TRA,XXXFO
spuo,v3,3,nor,nor,XXXDX
spumo,v1,1,nor,nor,XXXDX
spumesco,v3,3,nor,nor,XXXDX
spurco,v1,1,nor,nor,XXXDX
sputo,v1,1,nor,nor,XXXDX
sto,v1,1,nor,nor,XXXAX
stabilio,v4,4,nor,nor,XXXDX
stabulo,v1,1,nor,nor,XAXCO
stagno,v1,1,nor,nor,XXXDX
statuo,v3,3,nor,nor,XXXAX
stello,v1,1,nor,TRA,XXXES
stercoro,v1,1,nor,TRA,FBBFM
sterilizo,v1,1,nor,nor,GXXEK
sterno,v3,3,nor,nor,XXXAX
sternuo,v3,3,nor,INT,XBXCO
sternuto,v1,1,nor,INT,XBXCO
sterto,v3,3,nor,nor,XXXDX
stillo,v1,1,nor,nor,XXXDX
stimulo,v1,1,nor,nor,XXXBX
stinguo,v3,3,nor,nor,XXXDX
stipo,v1,1,nor,nor,XXXDX
stipulo,v1,1,nor,DEP,XLXBO
stomacho,v1,1,nor,DEP,XXXDX
strangulo,v1,1,nor,TRA,XXXBO
strepo,v3,3,nor,nor,XXXDX
strepito,v1,1,nor,nor,XXXDX
strio,v1,1,nor,nor,XTXFS
strido,v3,3,nor,INT,XXXBO
strigo,v1,1,nor,INT,XXXEC
stringo,v3,3,nor,nor,XXXBX
struo,v3,3,nor,nor,XXXBX
stupefacio,v3,3,nor,TRA,XXXDX
stupefio,v3,3,nor,SEM,DXXDX
stupesco,v3,3,nor,nor,XXXES
stupro,v1,1,nor,nor,XXXDX
suo,v3,3,nor,nor,XXXDX
subo,v1,1,nor,INT,XXXEC
subaccuso,v1,1,nor,TRA,XXXDS
subarrho,v1,1,nor,nor,FLXFM
subasso,v1,1,nor,TRA,XXXDS
subaudio,v4,4,nor,INT,DLXES
subausculto,v1,1,nor,nor,XXXES
subblandio,v4,4,nor,DAT,BXXDS
subcido,v3,3,nor,INT,XXXCO
subcumbo,v3,3,nor,INT,XXXAO
subdo,v3,3,nor,nor,XXXBX
subdiffido,v3,3,nor,INT,XXXDS
subdistinguo,v3,3,nor,TRA,XGXDS
subduco,v3,3,nor,nor,XXXBX
subeo,v6,6,1,INT,XXXAO
subedo,v3,3,nor,nor,XXXDX
subedo,v7,7,3,nor,XXXDX
subfervefacio,v3,3,nor,TRA,XXXEO
subfodio,v3,3,nor,nor,XXXDX
subfuro,v1,1,nor,TRA,XXXEO
subicio,v3,3,nor,TRA,XXXBX
subigo,v3,3,nor,nor,XXXDX
subigito,v1,1,nor,TRA,XXXDS
subintellego,v3,3,nor,TRA,EXXDS
subintro,v1,1,nor,INT,DXXES
